#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2014.0000326,"COPISTERIA DE CASTELLON, S.L.",16/01/14. COPIAS PLANOS PARA ACTIVIDADES.,18/03/2014,"117,61 €",6,15124,22000
2014.0006303,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,SEPTIEMBRE/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. DEC 24-02-14,26/12/2014,"25.671,65 €",6,92030,22200
2014.0006329,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,"1ER SEMESTRE/14.SERVICIOS Y SUMINISTROS EXTRAORDINARIOS DE TELECOMUNICACIONES Y VOZ, DATOS E INTERNET. JGL 18-05-12",30/12/2014,"18.200,00 €",6,92030,22200
2014.0006375,LIMPIEZAS RASA SA,"90,77 %. NOVIEMBRE/14. LIMPIEZA DE DEPENDENCIAS MUNICIPALES.",18/12/2014,"67.944,34 €",6,92030,227000
2014.0006626,ELECTRONICA MARTON SL,02/12/14. REPARACIONES INSTALACIONES TELEFÓNICAS DEPENDENCIAS MUNICIAPLES.,30/12/2014,"312,18 €",6,92030,21300
2014.0006627,ELECTRONICA MARTON SL,02/12/14. REPARACIONES INSTALACIONES TELEFÓNICAS DEPENDENCIAS MUNICIAPLES.,30/12/2014,"177,20 €",6,92030,21302
2014.0006628,ELECTRONICA MARTON SL,02/12/14. MATERIAL PARA SU USO POR EL SALÓN DE PLENOS.,30/12/2014,"145,20 €",6,92030,21300
2014.0006629,ELECTRONICA MARTON SL,02/12/14. REPARACIÓN GRABADORES SALON DE PLENOS.,30/12/2014,"709,06 €",6,92030,21300
2014.0006671,COPISAT SISTEMAS DE OFICINA SL,NOVIEMBRE/14. ARRENDAMIENTO DE FOTOCOPIADORAS AYUNTAMIENTO DE CASTELLON. DEC 08-04-09. DEC. 10-05-12,30/12/2014,"8.312,52 €",6,92030,20300
2014.0006760,MANUEL SELVI MILLAN COMUNICACIONES SL,21/10/14. RECAMBIO MOVILES PARA NEGOCIACIÓN DE INGENIERIA.,30/12/2014,"161,41 €",6,92030,21302
2014.0006868,"CORPORACION EUROPEA DE SERVICIOS Y CAPITALES, SAU",NOVIEMBRE/14. MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DEPENDIENTES DEL AYUNTAMIENTO. DEC. 09-03-12,19/12/2014,"51.407,12 €",6,92030,21200
2014.0006967,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,OCTUBRE/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. DEC 24-02-14,19/12/2014,"25.719,28 €",6,92030,22200
2014.0006968,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,OCTUBRE/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. DEC 24-02-14,30/12/2014,"6.261,52 €",6,92030,22200
2014.0006969,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,NOVIEMBRE/14. SERVICIO DE TELEFONIA  FIJA Y DATOS DEL AYUNTAMIENTO. DEC 24-02-14,19/12/2014,"24.818,66 €",6,92030,22200
2014.0006970,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,NOVIEMBRE/14. SERVICIO DE TELEFONIA MOVIL DEL AYUNTAMIENTO. DEC 24-02-14,30/12/2014,"6.292,00 €",6,92030,22200
2014.0006971,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,SISTEMA DE CONTRAL INMOTICO DE TELEFONICA EN EL EDIFICIO HUCHA,30/12/2014,"15.680,00 €",6,92030,22200
2014.0006972,UTE TELEFONICA ESPAÑA SAU TELEFONICA MOVILES ESP,SUMINISTRO 30 TERMINALES,30/12/2014,"1.105,41 €",6,92030,22200
2014.0006988,GRUPO CANO LOPERA SL,08/12/14. CENTRAL DETECCION FUEGO EN CASAL JOVE,30/12/2014,"508,20 €",6,92030,21301
2014.0007032,"RENTOKIL INITIAL, ESPAÑA S.A.","ENERO/14. SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007035,"RENTOKIL INITIAL, ESPAÑA S.A.","FEBRERO/14. SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007037,"RENTOKIL INITIAL, ESPAÑA S.A.","MARZO14. SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007039,"RENTOKIL INITIAL, ESPAÑA S.A.","ABRIL/14.  SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007041,"RENTOKIL INITIAL, ESPAÑA S.A.","MAYO/14. SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007043,"RENTOKIL INITIAL, ESPAÑA S.A.","JULIO/14.SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007045,"RENTOKIL INITIAL, ESPAÑA S.A.","AGOSTO/14. SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007047,"RENTOKIL INITIAL, ESPAÑA S.A.","DEL 1 AL 18/09/14. SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"190,74 €",6,92030,227001
2014.0007054,"RENTOKIL INITIAL, ESPAÑA S.A.","DEL 19 AL 30/09/14. SERVICIO DE GESTION DE RESIDUOS SANITARIOS DE HIGIENE INTIMA Y SERVICIOS BACTERIOSTATICOS DEL AYUNTAMIENTO, DEC. 31/07/2014",30/12/2014,"282,76 €",6,92030,227001
2014.0007055,"RENTOKIL INITIAL, ESPAÑA S.A.","OCTUBRE/14.SERVICIO DE GESTION DE RESIDUOS SANITARIOS DE HIGIENE INTIMA Y SERVICIOS BACTERIOSTATICOS DEL AYUNTAMIENTO, DEC. 31/07/2014",30/12/2014,"473,50 €",6,92030,227001
2014.0007057,"RENTOKIL INITIAL, ESPAÑA S.A.","NOVIEMBRE/14. CONTRATO DEL SERVICIO DE GESTION DE RESIDUOS SANITARIOS DE HIGIENE INTIMA Y SERVICIOS BACTERIOSTATICOS DEL AYUNTAMIENTO, DEC. 31/07/2014",30/12/2014,"473,50 €",6,92030,227001
2014.0007072,GRUPO CANO LOPERA SL,NOVIEMBRE/14. MANTENIMIENTO SISTEMAS CONTRA INCENDIO CENTROS DEPENDIENTES.,30/12/2014,"4.285,82 €",6,92030,21301
2014.0007091,"RENTOKIL INITIAL, ESPAÑA S.A.","JUNIO/14.  SERV.GESTION RESIDUOS SANITARIOS DE HIGIENE INTIMA Y BACTERIOSTATICO DEL AYTO POR DEC. 11/09/12 (SUBROGACION DE INITIAL TEXTILES E HIGIENE, S.L."" POR ""RENTOKIL INITIAL ESPAÑA,S.A."" APROBADA POR DEC.25/06/14)""",30/12/2014,"473,50 €",6,92030,227001
2014.0007163,GRUPO CANO LOPERA SL,DEL 23/07/11 AL 22/07/12. REVISION PRECIOS,30/12/2014,"1.378,01 €",6,92030,21301
2014.0007164,GRUPO CANO LOPERA SL,DEL 23/0713 AL 22/07/14 REVISION DE PRECIOS,30/12/2014,"3.414,54 €",6,92030,21301
2014.0007165,GRUPO CANO LOPERA SL,DEL 23/07/12 AL 22/07/13 REVISION DE PRECIOS,30/12/2014,"2.431,26 €",6,92030,21301
2014.0000104,MANUEL SELVI MILLAN COMUNICACIONES SL,14/10/13. ACCESORIOS MOVIL PARA CHOFERES AYUNTAMIENTO.,27/02/2014,"10,29 €",6,92040,21400
2014.0000133,CASTELLANO ACTIVA SL,07/01/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-43362-E.,18/02/2014,"166,05 €",6,92040,21400
2014.0000284,SUVIMA CASTELLON SL,16 Y 26/12/13. REPUESTOS PARA TALLER MECÁNICO.,28/02/2014,"59,83 €",6,92040,21400
2014.0000333,CASTELLANO ACTIVA SL,15/01/14. INSPECCIÓN TÉCNICA VEHICULO MATRICULA CS-8257-AL.,28/02/2014,"81,11 €",6,92040,21400
2014.0000368,"LUBRISAMA, SL",21/05/13. REPUESTOS PARA SU USO POR TALLER MECÁNICO.,29/05/2014,"422,82 €",6,92040,21400
2014.0000369,"LUBRISAMA, SL",09/01/14. MATERIAL PARA SU USO EN EL TALLER MECANICO.,28/02/2014,"791,32 €",6,92040,21400
2014.0000370,"LUBRISAMA, SL",09 Y 11/12/13. MATERIAL PARA SU USO POR TALLER MECÁNICO.,29/05/2014,"555,18 €",6,92040,21400
2014.0000372,SUVIMA CASTELLON SL,DEL 2 AL 15/01/14. MATERIAL PARA SU USO POR TALLER MECÁNICO.,28/02/2014,"304,56 €",6,92040,21400
2014.0000468,CASTELLANO ACTIVA SL,22/01/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,28/02/2014,"402,63 €",6,92040,21400
2014.0000470,TALLERES AGROXIMO SL,10/12/13. REPUESTOS PARA SU USO POR TALLER MECANICO.,29/05/2014,"225,08 €",6,92040,21400
2014.0000520,AUTOCAS SAU,16/01/14. REPARACIÓN VEHICULO MATRICULA CS-2408-Y.,28/02/2014,"484,92 €",6,92040,21400
2014.0000553,CASTELLANO ACTIVA SL,28/01/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 8188-FFN.,28/02/2014,"95,78 €",6,92040,21400
2014.0000571,CASTALIA NEUMATICOS SLU,15/11/13. REPUESTOS PARA TALLER MECANICO.,29/05/2014,"185,78 €",6,92040,21400
2014.0000573,CASTALIA NEUMATICOS SLU,30/10/13. REPUESTOS PARA TALLER MECANICO.,29/05/2014,"75,89 €",6,92040,21400
2014.0000574,CASTALIA NEUMATICOS SLU,DEL 18 AL 20/11/13. REPUESTOS PARA TALLER MECANICO.,29/05/2014,"143,05 €",6,92040,21400
2014.0000575,CASTALIA NEUMATICOS SLU,04/12/13. REPUESTOS PARA TALLER MECANICO.,29/05/2014,"217,95 €",6,92040,21400
2014.0000576,CASTALIA NEUMATICOS SLU,27/12/13. REPUESTOS PARA TALLER MECANICO.,28/02/2014,"91,21 €",6,92040,21400
2014.0000577,CASTALIA NEUMATICOS SLU,13/01/14. REPUESTOS PARA TALLER MECANICO.,28/02/2014,"68,32 €",6,92040,21400
2014.0000578,CASTALIA NEUMATICOS SLU,DEL 18 AL 23/01/14. REPUESTOS PARA TALLER MECANICO.,28/02/2014,"184,21 €",6,92040,21400
2014.0000675,"ECUS AUTO, S.L.",27/01/14. REPARACIÓN VEHICULO MATRICULA CS-0206-AG.,10/03/2014,"1.350,93 €",6,92040,21400
2014.0000732,AZAHAR DE AUTOMOCION SL,11/10/13. REPARACIÓN VEHICULO MATRICULA 6163-CHR.,29/05/2014,"852,02 €",6,92040,21400
2014.0000733,AZAHAR DE AUTOMOCION SL,02/10/13. REPUETOS PARA TALLER MECANICO.,29/05/2014,"55,50 €",6,92040,21400
2014.0000734,AZAHAR DE AUTOMOCION SL,15/11/13. REPUESTOS PARA SU USO POR TALLER MECANICO.,29/05/2014,"300,75 €",6,92040,21400
2014.0000741,"ECUS AUTO, S.L.",31/01/14. REPARACIÓN VEHICULO MATRICULA 7762-HCB.,10/03/2014,"306,12 €",6,92040,21400
2014.0000796,SOLRED SA,ENERO/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL,29/05/2014,"4.786,25 €",6,92040,22103
2014.0000814,CASTELLANO ACTIVA SL,"11/02/14, INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-7064-AM",31/03/2014,"95,78 €",6,92040,21400
2014.0000815,CASTELLANO ACTIVA SL,05/02/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,31/03/2014,"129,82 €",6,92040,21400
2014.0000855,SUVIMA CASTELLON SL,DEL 17 AL 23/01/14. REPUESTOS PARA TALLER MECANICO.,31/03/2014,"208,23 €",6,92040,21400
2014.0000892,CASTELLANO ACTIVA SL,17/02/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,31/03/2014,"383,13 €",6,92040,21400
2014.0000982,CASTELLANO ACTIVA SL,19/02/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 7324-BCK.,31/03/2014,"34,04 €",6,92040,21400
2014.0001260,"LUBRISAMA, SL",17/02/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,25/04/2014,"391,36 €",6,92040,21400
2014.0001346,CASTALIA NEUMATICOS SLU,06/03/14. MATERIAL PARA SU USO POR TALLER MECANICO.,25/04/2014,"482,45 €",6,92040,21400
2014.0001375,QUIMICA INDUSTRIAL MEDITERRANEA SLU,"REINTEGRO O2002/2014 POR DUPLICIDAD CON ""O-9664/2013 EJERCICIOS CERRADOS"". (17/10/13. MATERIAL PARA SU USO POR TALLER MECANICO).17/10/13. MATERIAL PARA SU USO POR TALLER MECANICO.",14/07/2014,"642,21 €",6,92040,21400
2014.0001386,AUTOLAVADO MILLARS SL,FEBRERO/14. LAVADO DE VEHICULOS MUNICIPALES.,25/04/2014,"42,01 €",6,92040,21400
2014.0001403,SUVIMA CASTELLON SL,DEL 17 AL 28/02/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,25/04/2014,"515,69 €",6,92040,21400
2014.0001405,SUVIMA CASTELLON SL,4 Y 14/02/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,25/04/2014,"121,81 €",6,92040,21400
2014.0001415,CASTELLANO ACTIVA SL,10/03/14. INSPECCIÓN TÉCNICA VEHICULO MATRICULA 5252-BPR.,25/04/2014,"95,78 €",6,92040,21400
2014.0001470,REFRENCAS SL,20/02/14. REPUESTOS PARA TALLER MECANICO.,25/04/2014,"22,11 €",6,92040,21400
2014.0001485,SOLRED SA,FEBRERO/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL,29/05/2014,"5.787,97 €",6,92040,22103
2014.0001489,SOLRED SA,31/01/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL,29/05/2014,"156,15 €",6,92040,22103
2014.0001510,TAPICERIA Y TOLDOS A RAMOS SL,18/03/14. REPUESTOS PARA TALLER MECANICO.,25/04/2014,"78,65 €",6,92040,21400
2014.0001551,CASTELLANO ACTIVA SL,17/03/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,25/04/2014,"498,41 €",6,92040,21400
2014.0001566,GARAJE CASTELLON SL,17/03/14. REPARACIÓN VEHICULO MATRICULA 4225-BWC,25/04/2014,"322,60 €",6,92040,21400
2014.0001815,GARAJE CASTELLON SL,31/10/13. REPUESTOS PARA TALLER MECANICO.,29/05/2014,"11,59 €",6,92040,21400
2014.0001821,"ECUS AUTO, S.L.",21/03/14. REPARACIÓN VEHICULO MATRICULA CS-1556-AD.,29/05/2014,"773,82 €",6,92040,21400
2014.0001833,CASTALIA NEUMATICOS SLU,18/03/14. MATERIAL PARA SU REPOSICIÓN EN EL ALMACÉN DE BRIGADAS.,29/05/2014,"158,68 €",6,92040,21400
2014.0001916,SUVIMA CASTELLON SL,DEL 03 AL 14/03/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,29/05/2014,"294,28 €",6,92040,21400
2014.0001940,CASTELLANO ACTIVA SL,09/04/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,29/05/2014,"202,44 €",6,92040,21400
2014.0001990,SOLRED SA,MARZO/14.  SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL,29/05/2014,"4.446,47 €",6,92040,22103
2014.0002137,SOLRED SA,ABRIL/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL,29/05/2014,"5.043,59 €",6,92040,22103
2014.0002151,CASTELLANO ACTIVA SL,22/04/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-9910-Z.,11/06/2014,"87,53 €",6,92040,21400
2014.0002152,CASTELLANO ACTIVA SL,23/04/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,11/06/2014,"262,60 €",6,92040,21400
2014.0002178,CASTELLANO ACTIVA SL,23/04/14. INSPECCIÓN TÉCNICA VEHICULOS MUNICIPALES.,11/06/2014,"164,45 €",6,92040,21400
2014.0002200,AUTOCAS SAU,25/04/14. REPUESTOS PARA TALLER MECANICO.,11/06/2014,"310,12 €",6,92040,21400
2014.0002281,"ECUS AUTO, S.L.",15/04/14. REPARACIÓN VEHICULO MATRICULA 6895-CBB,11/06/2014,"666,20 €",6,92040,21400
2014.0002394,CASTELLANO ACTIVA SL,05/05/14. INSPECCIÓN TÉCNICA VEHICULO MATRICULA CS-7431-AG.,20/06/2014,"87,53 €",6,92040,21400
2014.0002396,CASTALIA NEUMATICOS SLU,DEL 14 AL 29/04/14. REPARACIÓN VEHICULOS TALLER DE BRIGADAS.,20/06/2014,"98,22 €",6,92040,21400
2014.0002469,SUVIMA CASTELLON SL,23 Y 24/04/14. REPUESTOS VEHICULOS PARA TALLER MECANICO.,20/06/2014,"101,47 €",6,92040,21400
2014.0002470,SUVIMA CASTELLON SL,DEL 2 AL 10/04/14. REPUESTOS VEHICULOS PARA TALLER MECANICO.,20/06/2014,"259,94 €",6,92040,21400
2014.0002548,CASTELLANO ACTIVA SL,12/05/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,20/06/2014,"380,84 €",6,92040,21400
2014.0002570,CASTELLANO ACTIVA SL,13/05/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-9536-AT.,20/06/2014,"72,85 €",6,92040,21400
2014.0002632,CASTELLANO ACTIVA SL,19/05/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 5959-FHM.,02/07/2014,"87,53 €",6,92040,21400
2014.0002640,GARAJE CASTELLON SL,08/05/14. REPARACIÓN RUEDA VEHICULO MATRICULA 6915-BDJ.,02/07/2014,"12,10 €",6,92040,21400
2014.0002724,CASTELLANO ACTIVA SL,22/05/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 6163-CHR.,16/07/2014,"84,20 €",6,92040,21400
2014.0002824,CASTELLANO ACTIVA SL,27/05/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 4350-GDT.,16/07/2014,"166,65 €",6,92040,21400
2014.0002825,CASTELLANO ACTIVA SL,27/05/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-1505-AJ.,16/07/2014,"87,53 €",6,92040,21400
2014.0002842,"ECUS AUTO, S.L.",DEL 16 AL 30/05/14. REPARACIÓN VEHICULO MATRICULA 9108-CLJ.,16/07/2014,"229,90 €",6,92040,21400
2014.0002973,LEONAUTO SA,30/05/14. REPARACIÓN VEHICULO MATRICULA 9016-FHM.,16/07/2014,"1.440,15 €",6,92040,21400
2014.0003002,CASTALIA NEUMATICOS SLU,DEL 9 AL 31/05/14. REPUESTOS PARA REPARACIÓN VEHICULOS TALLR MECANICO.,16/07/2014,"302,48 €",6,92040,21400
2014.0003003,CASTELLANO ACTIVA SL,04/06/14. INSPECCIÓN TÉCNICA DEL VAHICULO MATRICULA 6163-CHR.,16/07/2014,"18,79 €",6,92040,21400
2014.0003116,SOLRED SA,MAYO/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL  ,30/10/2014,"6.282,55 €",6,92040,22103
2014.0003136,MANUEL SELVI MILLAN COMUNICACIONES SL,03/03/14. RECAMBIOS ACCESORIOS TELEFONOS MOVILES PARA VEHICULOS MUNICIPALES.,07/08/2014,"108,88 €",6,92040,21400
2014.0003154,SUVIMA CASTELLON SL,DEL 16 AL 20/05/14. REPUESTOS PARA TALLER MECANICO.,30/07/2014,"180,96 €",6,92040,21400
2014.0003155,SUVIMA CASTELLON SL,DEL 2 AL 15/05/14. REPUESTOS PARA TALLER MECANICO.,30/07/2014,"104,70 €",6,92040,21400
2014.0003165,MANUEL SELVI MILLAN COMUNICACIONES SL,DEL 31/01 AL 03/03/14. RECAMBIOS ACCESORIOS TELEFONOS MOVILES PARA VEHICULOS MUNICIPALES.,07/08/2014,"37,64 €",6,92040,21400
2014.0003178,AUTOCAS SAU,12/03/14. REPARACIÓN VEHICULO MATRICULA 3603-GPC.,30/07/2014,"375,35 €",6,92040,21400
2014.0003235,CASTELLANO ACTIVA SL,19/06/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-40956-E.,03/10/2014,"41,11 €",6,92040,21400
2014.0003446,AUTOLAVADO MILLARS SL,MAYO/14. LAVADO DE VEHICULOS MUNICIPALES.,14/08/2014,"90,01 €",6,92040,21400
2014.0003506,CARROCERIAS FERRER SELMA SL,11/06/14. REPARACIÓN VEHICULO MATRICULA CS-8985-AH,14/08/2014,"57,67 €",6,92040,21400
2014.0003636,"ECUS AUTO, S.L.",DEL 17 AL 20/06/14. REPUESTOS PARA TALLER MECANICO.,14/08/2014,"738,39 €",6,92040,21400
2014.0003713,CASTELLANO ACTIVA SL,01/07/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,25/09/2014,"92,44 €",6,92040,21400
2014.0003745,ALNICAR COMBUSTIBLE SL,JUNIO/14. LAVADO DE VEHICULOS MUNICIPALES.,25/09/2014,"22,50 €",6,92040,21400
2014.0003843,REFRENCAS SL,13/05/14. REPUESTOS VEHICULOS PARA TALLER MECANICO.,25/09/2014,"95,89 €",6,92040,21400
2014.0003907,AUTOLAVADO MILLARS SL,JUNIO/14. LAVADO VEHICULOS MUNICIPALES.,03/10/2014,"35,01 €",6,92040,21400
2014.0003918,SUVIMA CASTELLON SL,DEL 23 AL 30/06/14. REPUESTOS PARA TALLER MECANICO.,03/10/2014,"251,39 €",6,92040,21400
2014.0003949,CASTELLANO ACTIVA SL, OBTENCION DE CITACION Y PAGO TASA ITV 11/07/14,03/10/2014,"46,22 €",6,92040,21400
2014.0003993,TRANSPORTES ALEGRE MONFERRER SL,JUNIO/14. ARRENDAMIENTO PALA CARGADORA CARTERPILLAR 924K  BRIGADAS MUNICIPALES. JGL 09-05-14,13/10/2014,"2.635,38 €",6,92040,20300
2014.0004007,SOLRED SA,JUNIO/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL  ,30/10/2014,"6.835,36 €",6,92040,22103
2014.0004092,"LUBRISAMA, SL",26/06/14. REPUESTOS VEHICULOS PARA TALLER MECANICO.,03/10/2014,"478,24 €",6,92040,21400
2014.0004161,MARZA SL,10/07/14. REPARACIÓN VEHICULO MATRICULA 3475-BJL.,03/10/2014,"1.595,00 €",6,92040,21400
2014.0004162,CASTELLANO ACTIVA SL,23/07/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,03/10/2014,"194,55 €",6,92040,21400
2014.0004171,GARAJE CASTELLON SL,17/07/14. REPARACIÓN VEHICULO MATRICULA 4275-BWC.,03/10/2014,"287,79 €",6,92040,21400
2014.0004177,"LUBRISAMA, SL",21/07/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,03/10/2014,"231,21 €",6,92040,21400
2014.0004236,GARAJE CASTELLON SL,31/07/14. REPARACIÓN VEHICULO MATRICULA 4225-BWC.,03/10/2014,"41,93 €",6,92040,21400
2014.0004240,CASTELLANO ACTIVA SL,29/07/14. INSPECCIÓN TECNICA DEL VEHICULO MATRICULA C-0567-BRS.,03/10/2014,"19,28 €",6,92040,21400
2014.0004241,CASTELLANO ACTIVA SL,01/08/14. INSPECCIÓN TECNICA DEL VEHICULO MATRICULA C-0567-BRS.,13/11/2014,"19,28 €",6,92040,21400
2014.0004245,SUVIMA CASTELLON SL,DEL 28 AL 31/07/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,03/10/2014,"51,86 €",6,92040,21400
2014.0004246,"ECUS AUTO, S.L.",31/07/14. REPARACIÓN VEHICULO MATRICULA 7574-DMT.,03/10/2014,"506,03 €",6,92040,21400
2014.0004294,CASTELLANO ACTIVA SL,07/08/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,03/10/2014,"138,67 €",6,92040,21400
2014.0004341,LEONAUTO SA,REPARACIÓN VEHICULO MATRICULA 8120-FJM,03/10/2014,"92,99 €",6,92040,21400
2014.0004365,SUVIMA CASTELLON SL,DEL 1 AL 10/07/14. REPUESTOS PARA TALLER MECANICO.,03/10/2014,"398,79 €",6,92040,21400
2014.0004413,SOLRED SA,JULIO/14. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL  ,30/10/2014,"6.822,83 €",6,92040,22103
2014.0004912,CONFECCIONES LABORALES CASTELLON SL,17/09/14. SUMINISTRO VESTUARIO PARA CHÓFERES.,13/11/2014,"2.675,07 €",6,92040,22104
2014.0005495,SOLRED SA,SEPTIEMBRE. SUMINISTRO COMBUSTIBLE VEHICULOS PARQUE MOVIL,18/12/2014,"6.385,42 €",6,92040,22103
2014.0006788,SOLRED SA,OCTUBRE/14. SUMINISTRO DE COMBUSTIBLE BOMBEROS DE AUTOMOCION VEHICULOS DEL AYUNTAMIENTO DE CASTELLON. JGL 05-09-14,30/12/2014,"1.483,82 €",7,13500,22103
2014.0006801,SOLRED SA,OCTUBRE/14. SUMINISTRO PARQUE MOVIL DE COMBUSTIBLE DE AUTOMOCION  LOS VEHICULOS DEL AYUNTAMIENTO DE CASTELLON. JGL 05-09-14,30/12/2014,"6.653,85 €",7,13500,22103
2014.0006852,SOLRED SA,NOVIEMBRE/14. SUMINISTRO DE COMBUSTIBLE PARQUE MOVIL DE AUTOMOCION VEHICULOS DEL AYUNTAMIENTO DE CASTELLON. JGL 05-09-14,30/12/2014,"4.994,55 €",7,13500,22103
