#ORG.,PROG.,ECON.,DESCRIPCION, CREDITOS             INICIALES,MODIFIC.,    CREDITOS             DEFINITIVOS, OBLIGACIONES       RECONOCIDAS
4.0,92220.0,12004.0,U.MODER.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8434.82
4.0,92220.0,12006.0,U.MODER.- TRIENIOS,6242.2,,6242.2,7347.44
4.0,92220.0,12100.0,U.MODER.- COMPLEMENTO DE DESTINO,32480.14,,32480.14,29552.78
4.0,92220.0,12101.0,U.MODER.- COMPLEMENTO ESPECÍFICO,88073.41,,88073.41,85016.01
4.0,92220.0,12103.0,DIREC.MOD.OTROS COMPLEM.(ATRIB.FUN-I.T.E),,,,103.18
4.0,92220.0,150.0,U.MODER.- PRODUCTIVIDAD,18.46,,18.46,
4.0,92220.0,151.0,U.MODER.- GRATIFICACIONES,24.07,,24.07,
4.0,92220.0,16000.0,U.MODER.- SEGURIDAD SOCIAL,4242.31,35869.59,40111.9,37298.5
4.0,92220.0,227061.0,U.MODER.- CERTIFICAR EN ISO 9001:2000 (5.4),24000.0,-8443.83,15556.17,14648.67
4.0,92220.0,227062.0,U.MODER.- AUTOEVALUACION EFQM-CAF (5.6),12000.0,-12000.0,,
4.0,92220.0,227063.0,U.MODER.- EDICION CARTAS DE SERVICIOS (5.9),8600.0,-8600.0,,
4.0,92220.0,48100.0,U.MODER.- PREMIO A LA INNOVACION Y TECNOLOGIA,4800.0,,4800.0,
4.0,92300.0,12004.0,ESTADIST.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,17512.41
4.0,92300.0,12006.0,ESTADIST.-TRIENIOS,4457.25,389.55,4846.8,4513.5
4.0,92300.0,12100.0,ESTADIST.-COMPLEMENTO DE DESTINO,11054.12,,11054.12,11054.12
4.0,92300.0,12101.0,ESTADIST.-COMPLEMENTO ESPECÍFICO,21962.47,1963.36,23925.83,21962.5
4.0,92300.0,150.0,ESTADIST.-PRODUCTIVIDAD,18.46,,18.46,700.0
4.0,92300.0,151.0,ESTADIST.-GRATIFICACIONES,135.66,,135.66,164.58
4.0,92300.0,16000.0,ESTADIST.-SEGURIDAD SOCIAL,14662.45,2699.63,17362.08,18193.0
4.0,92300.0,22000.0,ESTADISTICA.- NOTIFICACIONES (1.1),1000.0,,1000.0,
5.0,92400.0,12000.0,PART.CIUD.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,14818.02
5.0,92400.0,12003.0,PART.CIUD.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,10117.6
5.0,92400.0,12004.0,PART.CIUD.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8591.34
5.0,92400.0,12006.0,PART.CIUD.- TRIENIOS,3300.54,334.82,3635.36,3946.24
5.0,92400.0,12100.0,PART.CIUD.- COMPLEMENTO DE DESTINO,19018.3,,19018.3,19018.3
5.0,92400.0,12101.0,PART.CIUD.- COMPLEMENTO ESPECÍFICO,40867.27,1021.04,41888.31,40867.26
5.0,92400.0,150.0,PART.CIUD.- PRODUCTIVIDAD,461.04,,461.04,1008.0
5.0,92400.0,151.0,PART.CIUD.- GRATIFICACIONES,24.07,,24.07,
5.0,92400.0,16000.0,PART.CIUD.- SEGURIDAD SOCIAL,28402.6,272.59,28675.19,28276.25
5.0,92400.0,20200.0,PART.CIUD.- ARRENDAMIENTO INMUEBLES,337057.66,,337057.66,309678.03
5.0,92400.0,226060.0,PART.CIUD.- SEMINARIOS (5.6),5000.0,,5000.0,4767.8
5.0,92400.0,226063.0,PART.CIUD.- JORNADAS CONVIVENCIA (5.2.),12900.0,,12900.0,12459.37
5.0,92400.0,226991.0,PART.CIUD.- GASTOS DIVERSOS,,,,616.09
5.0,92400.0,226992.0,PART.CIUD.-ACCIONES PROMOVER EMPRENDEDURISMO (5.4),8000.0,,8000.0,8000.0
5.0,92400.0,226993.0,PART.CIUD.- ACCIONES PARTICIPACION CIUDADANA (4.1),2500.0,,2500.0,900.0
5.0,92400.0,48900.0,PART.CIUD.-SUBV.EN  MATERIA DE PARTIC.CIUDADANA,73800.0,,73800.0,73798.23
5.0,92400.0,6320013.0,PART.CIUD.-CENTRO SOCIAL SAN BERNARDO,,,,
5.0,92400.0,6320113.0,PART.CIUD.-MEJORAS LOCALES GRUPO P.SOCORRO,,,,
4.0,92500.0,12000.0,AT.INTEGRADA.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,15264.57
4.0,92500.0,12003.0,AT.INTEGRADA.- SUELDOS DEL GRUPO C1,19769.68,,19769.68,8286.82
4.0,92500.0,12004.0,AT.INTEGRADA.- SUELDOS DEL GRUPO C2,192707.34,,192707.34,183743.46
4.0,92500.0,12006.0,AT.INTEGRADA.- TRIENIOS,36492.0,,36492.0,35414.62
4.0,92500.0,12009.0,INF.AT.CIUDADAN.- OTRAS RETRIB.BÁSICAS (I.T.),,,,664.62
4.0,92500.0,12100.0,AT.INTEGRADA.- COMPLEMENTO DE DESTINO,148262.52,,148262.52,130539.46
4.0,92500.0,12101.0,AT.INTEGRADA.- COMPLEMENTO ESPECÍFICO,290927.43,,290927.43,275922.41
4.0,92500.0,12103.0,INF.ATENC.CIUD.-O. COMPLEM. (ATRIB.FUN.-I.T.E-.),,,,4045.84
4.0,92500.0,150.0,AT.INTEGRADA.- PRODUCTIVIDAD,2393.71,,2393.71,20550.0
4.0,92500.0,151.0,AT.INTEGRADA.- GRATIFICACIONES,5682.64,,5682.64,9849.9
4.0,92500.0,16000.0,AT.INTEGRADA.- SEGURIDAD SOCIAL,197838.46,1755.15,199593.61,195374.44
4.0,92500.0,220000.0,ATEN.INTEGRADA.- INFORMACION AL CIUDADANO (1.1),1200.0,,1200.0,
4.0,92500.0,221991.0,ATEN.INTEGRADA.- MAT.FOTOGRAF.MATRIMONIOS CIVILES,800.0,,800.0,
4.0,92500.0,226020.0,ATEN.INTEGRADA.- PUBLICIDAD INFORMACION CIUDADANO,640.0,,640.0,
4.0,92500.0,226021.0,ATEN.INTEGRADA.- PUBLICIDAD CONCURSOS (7.1),400.0,,400.0,
4.0,92500.0,226990.0,ATEN.INTEGRADA.- ORGANIZACION CONCURSO BELENES,400.0,,400.0,950.31
4.0,92500.0,227990.0,ATEN.INTEGRADA.- OPERADORES TELEFONICOS 010 (1.1),72015.03,-8419.2,63595.83,58874.3
4.0,92500.0,48100.0,ATEN.INTEGRADA.- PREMIO CONCURSO BELENES,4000.0,,4000.0,3705.0
4.0,92500.0,48101.0,ATEN.INTEGRADA.-PREMIOS CONCURSO BALCONES,1000.0,,1000.0,
0.0,92900.0,27000.0,FONDO DE CONTINGENCIA,1805404.52,-1250636.07,554768.45,
4.0,93110.0,12000.0,INTERVEN.- SUELDOS DEL GRUPO A1,58709.28,,58709.28,60881.48
4.0,93110.0,12001.0,INTERVEN.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13060.54
4.0,93110.0,12003.0,INTERVEN.- SUELDOS DEL GRUPO C1,19769.68,,19769.68,19099.75
4.0,93110.0,12004.0,INTERVEN.- SUELDOS DEL GRUPO C2,25135.74,,25135.74,24455.26
4.0,93110.0,12006.0,INTERVEN.- TRIENIOS,25387.41,,25387.41,25148.51
4.0,93110.0,12009.0,INTERVENCION.- OTRAS RETRIB.BÁSICAS (I.T.),,,,244.52
4.0,93110.0,12100.0,INTERVEN.- COMPLEMENTO DE DESTINO,70419.72,,70419.72,69649.51
4.0,93110.0,12101.0,INTERVEN.- COMPLEMENTO ESPECÍFICO,170433.32,,170433.32,175066.57
4.0,93110.0,12103.0,INTERV.O.COMP (ATRUB.FUNC.- I.T.),,,,968.97
4.0,93110.0,150.0,INTERVENCION.- PRODUCTIVIDAD,3113.68,,3113.68,2128.0
4.0,93110.0,151.0,INTERVENCION.- GRATIFICACIONES,24.07,,24.07,
4.0,93110.0,16000.0,INTERVEN.- SEGURIDAD SOCIAL,127996.44,-22345.85,105650.59,95058.7
4.0,93110.0,22001.0,INTERVENCION.- ADQUISICION DE LIBROS,,,,2385.44
4.0,93111.0,12000.0,A.G.E.- SUELDOS DEL GRUPO A1,44031.96,,44031.96,43891.16
4.0,93111.0,12001.0,A.G.E.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,13139.06
4.0,93111.0,12003.0,A.G.E.- SUELDOS DEL GRUPO C1,69193.88,,69193.88,67958.27
4.0,93111.0,12004.0,A.G.E.- SUELDOS DEL GRUPO C2,100542.96,,100542.96,102752.89
4.0,93111.0,12006.0,A.G.E.- TRIENIOS,33032.32,,33032.32,37799.38
4.0,93111.0,12100.0,A.G.E.- COMPLEMENTO DE DESTINO,143529.26,,143529.26,141101.03
4.0,93111.0,12101.0,A.G.E.- COMPLEMENTO ESPECÍFICO,289956.84,,289956.84,285669.36
4.0,93111.0,12103.0,AREA GEST.EC.- O. COMPLEM.(ATRIB.FUN.-I.T.E.),,,,155.84
4.0,93111.0,150.0,AGE.- PRODUCTIVIDAD,3113.68,,3113.68,608.0
4.0,93111.0,151.0,AGE.- GRATIFICACIONES,24.07,,24.07,
4.0,93111.0,16000.0,A.G.E.- SEGURIDAD SOCIAL,222635.16,-22380.97,200254.19,194395.31
4.0,93111.0,21500.0,AGE.- REPARACION  DE MOBILIARIO,200.0,,200.0,
4.0,93111.0,22001.0,AGE.- ADQUISICION LIBROS,2200.0,,2200.0,310.0
4.0,93111.0,22500.0,AGE.- TRIBUTOS ESTATALES,2240.0,,2240.0,236.25
4.0,93111.0,22501.0,A.G.E.- RECARGOS DE MORA SEG.SOCIAL,,,,1418.86
4.0,93111.0,22502.0,AGE.- TRIBUTOS LOCALES,15000.0,,15000.0,5021.69
4.0,93111.0,22604.0,AGE.- GASTOS JURIDICOS,2256.0,,2256.0,12295.14
4.0,93200.0,12000.0,GEST.TRIB.- SUELDOS DEL GRUPO A1,80025.94,,80025.94,71839.32
4.0,93200.0,12003.0,GEST.TRIB.- SUELDOS DEL GRUPO C1,98848.4,,98848.4,91386.63
4.0,93200.0,12004.0,GEST.TRIB.- SUELDOS DEL GRUPO C2,142435.86,,142435.86,136915.32
4.0,93200.0,12006.0,GEST.TRIB.- TRIENIOS,42816.57,,42816.57,49995.72
4.0,93200.0,12009.0,GEST.TRIBUT.-OTRAS RETRIB.BÁSICAS (I.T.),,,,1973.28
4.0,93200.0,12100.0,GEST.TRIB.- COMPLEMENTO DE DESTINO,202994.69,,202994.69,184009.91
4.0,93200.0,12101.0,GEST.TRIB.- COMPLEMENTO ESPECÍFICO,406683.51,,406683.51,369216.92
4.0,93200.0,12103.0,GEST.TRIB.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,7868.96
4.0,93200.0,150.0,GEST. TRIB.- PRODUCTIVIDAD,3113.68,,3113.68,5608.0
4.0,93200.0,151.0,GEST. TRIB.- GRATIFICACIONES,3897.41,,3897.41,6836.21
4.0,93200.0,153.0,GEST.TRIB.-DEDIC. ESPC. (INDEM.RAZ.SERV),,,,1950.0
4.0,93200.0,16000.0,GEST.TRIB.- SEGURIDAD SOCIAL,16903.74,217241.75,234145.49,246947.14
4.0,93200.0,21500.0,GEST.TRIB.- REPARACIÓN MOBILIARIO (1.1),600.0,,600.0,
4.0,93200.0,220000.0,GEST.TRIB.- MATERIAL FUNGIBLE (1.1),14100.0,,14100.0,975.8
4.0,93200.0,220001.0,GEST.TRIB.- LIBROS Y SUSCRIPCIONES (1.1),1269.45,,1269.45,2350.87
4.0,93200.0,226020.0,GEST.TRIB.- CAMPAÑA INFORMACION AL CONTRIBUYENTE,8400.0,,8400.0,3499.43
4.0,93200.0,226021.0,GEST.TRIB.- CAMPAÑA CARTA DE SERVICIOS (4.1),750.0,,750.0,
4.0,93210.0,220001.0,TEAC - LIBROS Y SUSCRIPCIONES,,,,608.0
4.0,93210.0,22699.0,TEAC.- GASTOS FUNCIONAMIENTO,23750.0,,23750.0,23520.0
4.0,93400.0,12000.0,TESORER.- SUELDOS DEL GRUPO A1,73386.6,,73386.6,59153.3
4.0,93400.0,12003.0,TESORER.-SUELDOS DEL GRUPO C1,19769.68,,19769.68,23323.05
4.0,93400.0,12004.0,TESORER.-SUELDOS DEL GRUPO C2,58650.06,,58650.06,59772.87
4.0,93400.0,12006.0,TESORER.-TRIENIOS,22803.38,,22803.38,27174.14
4.0,93400.0,12100.0,TESORER.-COMPLEMENTO DE DESTINO,94021.9,,94021.9,87710.5
4.0,93400.0,12101.0,TESORER.-COMPLEMENTO ESPECÍFICO,201887.1,,201887.1,194693.86
4.0,93400.0,12103.0,TESORERIA.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,3771.98
4.0,93400.0,150.0,TESORERIA.- PRODUCTIVIDAD,3113.68,,3113.68,608.0
4.0,93400.0,151.0,TESORERIA.- GRATIFICACIONES,24.25,,24.25,6997.8
4.0,93400.0,153.0,TESORERIA.-DEDIC. ESPC. (INDEM.RAZ.SERV),,,,2786.59
4.0,93400.0,16000.0,TESORER.-SEGURIDAD SOCIAL,13093.41,104381.44,117474.85,117140.71
4.0,93400.0,22699.0,TESORERIA.- GASTOS POR DEVOLUCION AVALES,3000.0,7859.88,10859.88,8071.02
4.0,93400.0,22708.0,TESORERIA.- SERVICIOS DE RECAUDACION (2.5),1770000.0,,1770000.0,1770000.0
,93400.0,2270812.0,TESORERIA.- SERVICIOS DE RECAUDACION (CTA.413),2286.96,,2286.96,1576.87
