#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2013.0000092,"ACUSTICA Y TELECOMUNICACIONES, S.L.","10/12/12. SERVICIO ""ESTUDIO DE EVALUACION AMBIENTAL EN ZONA TASCAS DE CASTELLON""",25/04/2013,"3.630,00 €",6,15125,227060
2013.0003151,CEBE MUNTATGES TEATRALS SLU,"MARZO/13, SERVICIO DE SALA DEL TEATRE DEL RAVAL. DEC. 20-09-12",18/07/2013,"5.391,59 €",5,33400,227994
2013.0003191,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/05/13. TRANSPORTE Y MONTAJE ESCENARIO EN PLAZA MAYOR PARA LA CELEBRACIÓN DEL ACTO DE CLAUSURA DEL CURSO DE DOLÇAINA I TABAL.,23/07/2013,"464,64 €",5,33400,226090
2013.0003192,"GORKA HOSTELERIA CASTELLON, SLV",13/05/13. APERITIVO DE INAUGURACIÓN DEL CERTAMEN DE PINTURA RÁPIDA PINZELLS AL PORT.,23/07/2013,"250,00 €",5,33400,226090
2013.0003193,UNION DE AFICIONADOS LA PUNTILLA,INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN EL ANUARIO TAURINO LA PUNTILLA.,23/07/2013,"1.000,00 €",5,33400,226020
2013.0003194,"PROYECTO CULTURAL CASTELLON, S.A.",30/04/13. ALQUILER DEL TEATRO PINCIPAL CON MOTIVO DEL XIX CERTAMEN LITERARIO ORGANIZADO POR LA COFRADÍA DE LA MARE DE DEU DEL LLEDÓ.,29/10/2013,"2.180,00 €",5,33400,226090
2013.0003195,UM PROYECTOS SOCIOCULTURALES Y COMUNICACION SL,DE MARZO A MAYO/13. CAMPAÑA GARDEN MUSIC CLUB AL GRAO.,23/07/2013,"2.052,00 €",5,33400,226090
2013.0003196,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,18/05/13. ALQUILER MESAS Y SILLAS PARA BALL PERDUT.,23/07/2013,"329,12 €",5,33400,226092
2013.0003205,"COLOR IMPRES, S.L.U.",IMPRESIÓN 500 POSTALES Y 15 CARTELES DEL FESTIVAL DE MAGIA.,23/07/2013,"139,15 €",5,33400,226090
2013.0003207,AUTOCARES Y MICROBUSES AZAHAR 2 SL,DEL 8 AL 13/05/13. SERVICIO DISCRECIONAL DE AUTOBUS PARA EL GRUPO DE DANZAS NELLI DIMOGLOU CON MOTIVO DE SU PARTICIPACIÓN EN EL 30 FESTIVAL DE DANSES DE L'ANTIGA CORONA D'ARAGÓ.,23/07/2013,"1.910,66 €",5,33400,226090
2013.0003208,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/05/13. ALQUILER SILLAS CON MOTIVO DEL CONCIERTO EN PLAZA LAS AULAS.,23/07/2013,"392,04 €",5,33400,226090
2013.0003209,"COLOR IMPRES, S.L.U.",IMPRESIÓN TARJETONES PARA LA PRESENTACIÓN DEL LIBRO JOAN BAPTISTA VALLS.,23/07/2013,"75,02 €",5,33400,226090
2013.0003210,"COLOR IMPRES, S.L.U.",IMPRESIÓN 300 TARJETONES PARA CELEBRACIÓN CONCIERTO DEL DÍA DEL VECINO.,23/07/2013,"88,33 €",5,33400,226090
2013.0003211,RESTAURANTE MOLIMAR SL,08/06/13. CATERING DE TOMBET DE BOU PARA 350 PERSONAS CON MOTIVO DEL DÍA DE LA TROBADA DE BÈSTIES DE FOC.,23/07/2013,"1.347,50 €",5,33400,226090
2013.0003212,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,19 Y 26/05/13. ALQUILER SILLAS DENTRO DE LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO. DEC 18/04/13,10/09/2013,"968,00 €",5,33400,226090
2013.0003213,CIVIS HOTELES SA,22 Y 23/05/13. ALOJAMIENTO DE MERCEDES MARIA CASTRO DIAZ DURANTE LA SEMANA DE CINE NEGRO.,23/07/2013,"45,00 €",5,33400,226090
2013.0003214,CIVIS HOTELES SA,24 Y 25/05/13. ALOJAMIENTO DE DAVID PANADERO GOMEZ DURANTE LA SEMANA DEL CINE NEGRO.,23/07/2013,"45,00 €",5,33400,226090
2013.0003215,CIVIS HOTELES SA,22/05/13. MANUETENCIÓN CONFERENCIANTES DENTRO DE LA SEMANA DE CINE NEGRO.,23/07/2013,"46,70 €",5,33400,226090
2013.0003216,CIVIS HOTELES SA,24/05/13. MANUTENCIÓN DE CUATRO CONFERENCIANTES DENTRO DE LA SEMANA DE CINE NEGRO.,23/07/2013,"140,01 €",5,33400,226090
2013.0003217,VIVERS CENTRE VERD SAU,SUMINISTRO Y TRANSPORTE DE PLANTAS PARA LOS SÍAS QUE DURE EL 30 FESTIVAL DE DANSES DE L'ANTIGUA CORONA D'ARAGÓ. DEC 8/05/13,18/07/2013,"302,50 €",5,33400,226090
2013.0003256,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JUNIO/13, DESARROLLOS CAMBIOS, EXPOCINES DISEÑO EXPO ARCHIVO, PLANETARI, SAN JOAN. DEC. 05-09-12",23/07/2013,"2.869,22 €",5,33400,227990
2013.0003261,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","JUNIO/13, REDACCION, EDICION, IMPRESION Y REPARTO DE UN PERIODICO DE INFORMACION LOCAL. DEC.31-05-12",23/07/2013,"6.151,85 €",5,33400,227060
2013.0003298,MUSICAL PORTOLES CB,19/04/13. REPARACIÓN EQUIPO DE MEGAFONÍA DEL CENTRO CULTURAL LA MARINA.,30/07/2013,"121,00 €",5,33400,226090
2013.0003398,ASOC UNIONARTPRO,"DEL 10/05 AL 31/10/13. EXPOSICION-INSTALACION ""PANOPTICO"" EN LA ZONA ARTES VISUALES (ZAV)",12/08/2013,"1.000,00 €",5,33400,227061
2013.0003400,MUSICAL PORTOLES CB,08/06/13. ALQUILER DEL EQUIPO DE SONORIZACIÓN E ILUMINACIÓN PARA LA TROBADA DE BÉSTIES DE FOC.,12/08/2013,"943,00 €",5,33400,226090
2013.0003403,CLEMENTE PIANOS SL,13/05/13. AFINACIÓN PIANO DE COLA DEL CASINO ANTIGUO PARA CONCIERTO.,12/08/2013,"130,00 €",5,33400,226090
2013.0003404,"PROYECTO CULTURAL CASTELLON, S.A.",29/05/13. ALQUILER DEL TEATRO PRINCIPAL PARA LA GALA DE ENTREGA DE LOS PREMIOS VICENT MARÇÀ.,29/10/2013,"2.180,00 €",5,33400,226090
2013.0003456,IMPRENTA ROSELL SL,IMPRESIÓN 350 TRÍPTICOS PARA LA EXPOSICIÓN BANDERAS DE ESPAÑA.,12/08/2013,"163,35 €",5,33400,226092
2013.0003457,"SILINA,NATALIA",IMPRESIÓN DE 40 REPRODUCCIONES DE LOS FOTO-MONTAJES DE LA EXPOSICIÓN DE MANUEL CRUZADO CAZADOR.,12/08/2013,"2.117,50 €",5,33400,227061
2013.0003458,AS LITERARIA CASTELL AMIGOS POESIA ALCAP,"COMPRA DE 25 EJEMPLARES DEL LIBRO ""MAPA ESTELAR DEL ANACORETA OLVIDADO"" DE ALBERTO PEREZ SADABA, AUTOR CASTELLONENSE",12/08/2013,"250,00 €",5,33400,227063
2013.0003459,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"06/04/13. ORGANIZACIÓN, COORDINACIÓN Y ACTUACIÓN EN EL CONCIERTO DE CLAUSURA DEL XVIII INTERNACIONAL DE GUITARRA MANUEL BABILONI.",12/08/2013,"750,00 €",5,33400,226090
2013.0003460,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/13. EDICION E IMPRESION DE AGENDAS CULTURALES.,12/08/2013,"508,20 €",5,33400,226020
2013.0003499,ASOCIACIÓN CORAL VEUS DE LLEDÓ,05/01/13. ACTUACIÓN DENTRO DE LA CAMPAÑA NADAL A CASTELLO EN LA SAGRADA FAMILIA.,12/08/2013,"960,00 €",5,33400,226090
2013.0003500,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/13. ALQUILER SILLAS PARA LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO:  DEC 18/04/13,10/09/2013,"2.420,00 €",5,33400,226090
2013.0003504,ASOCIACIÓN CORAL VEUS DE LLEDÓ,30/03/13. ACTUACIÓN MUSICAL DE LA CORAL EN LA CAPILLA DE LA SANGRE CON MOTIVO DE LA FESTIVIDAD DE SEMANA SANTA.,12/08/2013,"900,00 €",5,33400,226090
2013.0003505,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 7 AL 10/06/13. ALQUILER MESAS Y SILLAS Y ESCENARIO PARA LA TROBADA DE BÈSTIES DE FOC.,12/08/2013,"1.337,05 €",5,33400,226090
2013.0003506,TELECSO SL,08/06/13. INSTALACIÓN CUADRO ELÉCTRICO PARA LA TROBADA DE BÈSTIES DE FOC.,12/08/2013,"110,74 €",5,33400,226090
2013.0003507,"KAPIKUA SERVICIOS INTEGRALES, S.L",IMPRESIÓN DE PUBLICIDAD PARA EL VII FESTIVAL DE ROCK.,12/08/2013,"1.310,43 €",5,33400,226090
2013.0003508,"COLOR IMPRES, S.L.U.",IMPRESIÓN DE 55 DIPLOMAS PARA LOS ALUMNOS DE L'ESCOLA MUNICIPAL DE DOLÇAINA I TABAL EN LA CLAUSURA DEL CURSO.,12/08/2013,"93,17 €",5,33400,226090
2013.0003509,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/06/13. RECITAL DE POESÍA EN LA GALA DE LOS PREMIOS DE LA MAR DE POESÍA EN EL CENTRO MUNICIPAL DE CULTURA.,12/08/2013,"759,49 €",5,33400,226090
2013.0003510,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/06/13. ALQUILER EQUIPO DE ILUMINACIÓN Y SONORIZACIÓN PARA EL RECITAL POÉTICO EN LA GALA DE LOS PREMIOS DE LA MAR.,12/08/2013,"847,00 €",5,33400,226090
2013.0003511,TROFEOS Y GRABADOS DURBAN SL,27/06/13. INSTALACION PLACA CONMEMORATIVA BIBLIOTECA JOAN BAPTISTA CAMPOS CRUAÑES,12/08/2013,"141,57 €",5,33400,226090
2013.0003514,IMPRENTA ROSELL SL,IMPRESIÓN DE 1 TALONARIO DE INVITACIONES NUMERADAS DEL TEATRO EL RAVAL PARA LA FUNCIÓN DEL CONCIERTO MURAL DEL PAÍS VALENCIÀ CELEBRADO EL 14/06/13.,12/08/2013,"72,60 €",5,33400,226090
2013.0003515,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,14/06/13. ACTUACIÓN DE PAU ALABAJOS DENTRO DEL CONCIERTO MURAL DEL PAÍS VALENCIÀ.,12/08/2013,"1.000,00 €",5,33400,226090
2013.0003516,IMPRENTA ROSELL SL,21/06/13. IMPRESIÓN 2 TALONARIOS DE INVITACIONES NUMERADAS DEL TEATRO DEL RAVAL PARA LAS DOS FUNCIONES DEL CONCERT DE SANT JOAN EN EL TEATRO DEL RAVAL.,12/08/2013,"145,20 €",5,33400,226090
2013.0003517,UNION MUSICAL SANTA CECILIA DE SUERAS,23/06/13. CONICERTO DENTRO DE LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO. DEC 18/04/13,10/09/2013,"1.100,00 €",5,33400,226090
2013.0003518,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/13. INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN LA REVISTA CASTELLÓN.,12/08/2013,"749,99 €",5,33400,226020
2013.0003520,IMPRENTA ROSELL SL,20/06/13. IMPRESIÓN DE 1 TALONARIO DE INVITACIONES NUMERADAS DEL TEATRE EL REVAL PARA LA FUNCIÓN DE LA PELÍCULA COS MORTAL.,12/08/2013,"72,60 €",5,33400,226090
2013.0003522,CORAL POLIFONICA SANT PERE,ACTUACIÓN EN LA CAMAPAÑA NADAL A CASTELLÓ 2012.,12/08/2013,"960,00 €",5,33400,226090
2013.0003550,UNIO MUSICAL SANTA CECILIA DE LES USERES,30/06/13. ACTUACIÓN DENTRO DE LA 11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO. DEC 18/04/13,10/09/2013,"1.100,00 €",5,33400,226090
2013.0003551,CLUB TAURINO DE CASTELLON,GASTOS DE SUPERVISIÓN TÉCNICA EN EL XXII CONCURSO DE FOTOGRAFÍA TAURINA.,12/08/2013,"110,20 €",5,33400,226090
2013.0003552,ASOC DANSANTS CORPUS,GASTOS GENERALES DE ORGANIZACIÓN DE LA ACTIVIDAD DE DANZAS PROCESIONALES PARA CONMEMORAR LA FESTIVIDAD DEL CORPUS.,12/08/2013,"2.100,00 €",5,33400,226090
2013.0003553,PRODUCCIONES ARTISTICAS APOLO SL,SONORIZACIÓN E ILUMINACIÓN DE LAS ACTUACIONES DEL VII FESTIVAL CELTA ROCK.,12/08/2013,"3.133,90 €",5,33400,226090
2013.0003554,"COLOR IMPRES, S.L.U.",IMPRESIÓN 350 DIPTICOS PARA EL CONCIERTO DE LA NIT DE SANT JOAN.,12/08/2013,"118,58 €",5,33400,226090
2013.0003555,"COLOR IMPRES, S.L.U.",IMPRESIÓN DE 350 DÍPTICOS PARA LOS ACTOS CONMEMORATIVOS DE VICENT ANDRÉS ESTELLÉS.,12/08/2013,"237,16 €",5,33400,226090
2013.0003885,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PONENCIA Y PRESENTACIÓN SOBRE LA NOVELA MANTIS DENTRO DE LA SEMANA DEL GENERO NEGRO Y POLICIACO EN CASTELLON.,30/09/2013,"380,00 €",5,33400,226090
2013.0003889,"DIABOLUS, ASOC CULTURAL",11/03/13. ACTUACIÓN DE ORIGINAL I FEMENÍ DENTRO DE LA CAMPALA LOS LUNES CONCIERTO.,30/09/2013,"900,00 €",5,33400,226090
2013.0003891,ASSOCIACIO MUSICAL XARANÇAINA,09/07/12. ACTUACIÓN Y TRANSPORTE DE INSTRUMENTOS CON MOTIVO DEL CONCIERTO DE SANT JOAN EN EL TEATRO PRINCIPAL.,07/11/2013,"800,00 €",5,33400,226090
2013.0003892,"GRAFICAS CASTAÑ, S.L.","EDICION, IMPRESION Y ENCUADERNACION 300 EJEMPLARES DE LA PUBLICACION FACSIMIL ""ORDENANZAS PARA EL REGIMEN Y GOBIERNO DE LA ILUSTRE VILLA DE CASTELLON DE LA PLANA""",30/09/2013,"2.365,90 €",5,33400,227063
2013.0004014,CENTRO RECREATIVO ARTISTICO Y RECR. DE CORUXO,PARTICIPACIÓN DENTRO DEL  30é FESTIVAL DANSES L'ANTIGA CORONA D'ARAGO. DEC 8/05/13,11/09/2013,"800,00 €",5,33400,226090
2013.0004015,ASSOCIACIO MUSICAL XARANÇAINA,21/06/13. ALQUILER Y TRANSPORTE DE INSTRUMENTOS Y DE LA ACTUACIÓN DEL GRUPO MUSICAL XARANÇAINA CON MOTIVO DE LA CELEBRACIÓN DEL CONCIERTO DE SAN JUAN EN EL TEATRO EL RAVAL.,30/09/2013,"800,00 €",5,33400,226090
2013.0004016,"JANKOVIC ESTUDIO DE ARTES VISUALES,SL","REALIZACION CONFERENCIAS SOBRE TECNOLOGIA DIGITAL, ACTIVIDADES TECNOLOGIA , MUESTRAS EXPOSICIONES, ENCUENTROS  INTERACTIVOS. DEC 14/06/13",11/09/2013,"4.840,00 €",5,33400,226090
2013.0004017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,GANADORA PREMIO 20  PREMI GRUMET MANEL GARCIA GRAU 2013 S/ACTA  18/06/13,11/09/2013,"300,00 €",5,33400,48106
2013.0004018,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,GANADOR  DEL 20 PREMIO  MIQUEL PERIS SEGARRA 2013 S/ACTA18/06/13,11/09/2013,"900,00 €",5,33400,48106
2013.0004020,TELECSO SL,INSTALACIÓN DE UN CUADRO ELÉCTRICO PARA DOS CONCIERTOS EN LA CAMPAÑA A LA LLUNA D'ESTIU.,30/09/2013,"156,27 €",5,33400,226090
2013.0004021,"COLOR IMPRES, S.L.U.",IMPRESIÓN DIPTICOS PARA LA DIFUSIÓN DE LA VI BALLADA PARTICIPATIVA Y SUS TALLERES.,30/09/2013,"197,23 €",5,33400,226092
2013.0004022,"2001 TECNICA Y ARTESANIA, S.L..",22/03/12. INSPECCIÓN DE LAS CAMAPAÑAS DEL CAMPANARIO.,07/11/2013,"120,36 €",5,33400,21500
2013.0004023,ASOC MUSICAL CASTALIA,11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO: CONCIERTO DIA  9 DE JUNIO. DEC 18/04/13,11/09/2013,"600,00 €",5,33400,226090
2013.0004024,UNION MUSICAL DEL GRAO,11ª CAMPAÑA CONCERTS AL TEMPLET DE CASTELLO.CONCIERTO DIA 5 DE JUNIO. DEC 18/04/13,11/09/2013,"800,00 €",5,33400,226090
2013.0004025,ZONA LIMITE CASTELLON SL,IMPRESIÓN DE LONAS PARA LA EXPOSICIÓN ELS CINES A CASTELLÓ.,30/09/2013,"629,20 €",5,33400,226092
2013.0004026,MUSICAL PORTOLES CB,12/07/13. ILUMINACIÓN Y SONORIZACIÓN DEL CONCIERTO DE LA FILETA EN LA PLAZA MAYOR.,30/09/2013,"968,00 €",5,33400,226090
2013.0004027,IMPRENTA ROSELL SL,IMPRESIÓN 500 TRÍPTICOS PARA LA EXPOSICIÓN DE MAR MUNOD.,30/09/2013,"169,40 €",5,33400,227061
2013.0004028,CLEMENTE PIANOS SL,DEL 29/06 AL 06/07/13. ALQUILER DE DOS PIANOS DE MEDIA COLA Y 3 PIANOS VERTICALES PARA EL DESARROLLO DE LAS ACTIVIDADES FORMATIVAS DEL AULA D'ESTIU MUSICAL.,30/09/2013,"1.452,00 €",5,33400,226090
2013.0004029,"PIROTECNIA CATALANA,S.A.",FUEGOS ARTIFICIALES PARA LA TROBADA DE BÈSTIES DE FOC PARA EL DIA 8 DE JUNIO.,30/09/2013,"4.398,00 €",5,33400,226090
2013.0004030,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,COPIAS DE FOTOGRAFÍAS PRESENTADAS A CONCURSO DE LA EXPOSICIÓN DEL CLUB TAURINO DE CASTELLÓN.,30/09/2013,"500,00 €",5,33400,226090
2013.0004031,UNION MUSICAL DEL GRAO,16/07/13. ACTUACIÓN CON MOTIVO DE LA CELEBRACIÓN DE LA VIRGEN DEL CARMEN.,30/09/2013,"500,00 €",5,33400,226090
2013.0004032,ASOC CULTURAL CARDONA VIVES,INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN LA REVISTA RENOU Nº 76.,30/09/2013,"500,00 €",5,33400,226020
2013.0004033,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AGOSTO/13. INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN LA REVISTA CASTELLÓ AL MES.,30/09/2013,"749,99 €",5,33400,226020
2013.0004048,BORN MUSIC GESTIÓN CULTURAL SL,CACHÉ DEL CONCIERTO DE PLEASANT DREAMS EN LA CAMPAÑA A LA LLUNA D'ESTIU.,30/09/2013,"1.694,00 €",5,33400,226090
2013.0004049,BORN MUSIC GESTIÓN CULTURAL SL,CONCIERTO DE RAMÓN GODES EN LA CAMPAÑA A LA LLUNA D'ESTIU.,30/09/2013,"1.694,00 €",5,33400,226090
2013.0004050,BORN MUSIC GESTIÓN CULTURAL SL,PRODUCCIÓN Y EJECUCIÓN TÉCNICA DE LA CAMPAÑA A LA LLUNA D'ESTIU.,30/09/2013,"1.815,00 €",5,33400,226090
2013.0004147,GESTION INTEGRAL TELECOMUNICACIONES SANCHIS,08/06/13. ALQUILER DE MEDIOS TÉCNICOS PARA LA REALIZACIÓN DE LA 2ª ED. DE MUSIC ¬ FOOD EN LA TERRAZA DEL CLUB NÁUTICO DE CASTELLÓN.,07/10/2013,"363,00 €",5,33400,226090
2013.0004152,"COMISION DE FIESTAS ""S AGUSTIN Y S MARCOS""",2012. INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN EL LIBRO DE FIESTAS DEL GRUPO SAN AGUSTIN Y SAN MARCOS.,07/11/2013,"500,00 €",5,33400,226090
2013.0004191,ASSOCIAZIONE CULTURALE VAL D'AKRAGAS,GASTOS DE TRANSPORTE DENTRO DEL XXX FESTIVAL DE DANSES DE L'ANTIGUA CORONA D'ARAGÓ.,07/10/2013,"1.590,66 €",5,33400,226090
2013.0004217,ESPECTACULOS TALIA SL,13/07/13. ALQUILER Y MONTAJE DEL EQUIPO DE SONIDO E ILUMINACIÓN PARA LA CELEBRACIÓN DE LAS FIESTAS DEL CARMEN DEL GRAO.,07/10/2013,"998,25 €",5,33400,226090
2013.0004477,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","JULIO/13, REDACCION, EDICION, IMPRESION Y REPARTO DE UN PERIODICO DE INFORMACION LOCAL. DEC.31-05-12",14/10/2013,"6.151,85 €",5,33400,227060
2013.0004479,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JULIO/13, TRABAJOS DISEÑO GRAFICO  LA LLUNA D´ESTIU ACTIVIDADES DE LA CONCEJALIA DE CULTURA. DEC. 05-09-12",14/10/2013,"1.531,18 €",5,33400,227990
2013.0004486,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"AGOSTO/13, TRABAJOS DISEÑO GRAFICO ACTIVIDADES SEMANA CULTURAL ALTERNATIVA.  DEC. 05-09-12",14/10/2013,"2.337,51 €",5,33400,227990
2013.0004585,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","AGOSTO/13, REDACCION, EDICION, IMPRESION Y REPARTO DE UN PERIODICO DE INFORMACION LOCAL. DEC.31-05-12",14/10/2013,"6.151,85 €",5,33400,227060
2013.0004590,ELECTRONICA MARTON SL,SERVICIOS DE INSTALACIÓN DE ARTE Y VIDEO ARTE CON MOTIVO DE LA CELEBRACIÓN DE LA VII NIT DE L'ART DE CASTELLÓN.,04/10/2013,"1.525,98 €",5,33400,226090
2013.0004772,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PARTICIPACIÓN EN LA 18º FESTIVAL DE MAGIA EN TEATRE DEL RAVAL 1 Y 2 DE JUNIO DE 2013.,06/11/2013,"260,00 €",5,33400,226090
2013.0004854,ADHESIUS CASTELLO SL,05/12/12. IMPRESIÓN DE UNA LONA PLÁSTICA PARA LA DIFUSIÓN DE ACTIVIDADES EN EL MERCAT NADALENC DE CASTELLÓ.,07/11/2013,"60,50 €",5,33400,226090
2013.0004877,CENTRO CULTURAL ANDALUZ DE CASTELLON,16/07/13. ACTUACIÓN DEL CORO ROCIERO AIRES DE ANDALUCÍA CON MOTIVO DE LA CELEBRACIÓN DE LA VIRGEN DEL CARMEN.,06/11/2013,"750,00 €",5,33400,226090
2013.0004878,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/13. INSERCIÓN DE PUBLICIDAD INSTITUCIONAL EN LA REVISTA CASTELLÓ.,06/11/2013,"749,99 €",5,33400,226020
2013.0004879,TELECSO SL,INSTALACIÓN CUADROS ELÉCTRICOS Y CABLEADOS PARA LA CELEBRACIÓN DE LA STAR PARTY Y 75 ANIVERSARIO MEDITERRÁNEO.,06/11/2013,"465,88 €",5,33400,226090
2013.0004880,IMPRENTA ROSELL SL,IMPRESIÓN DE 300 TRÍPTICOS PARA LAS 16 JORNADAS DE CULTURA POPULAR DE CASTELLÓN.,06/11/2013,"169,40 €",5,33400,226092
2013.0004881,IMAGENARTE ENMARCACIONES SL,"MONTAJE DE SOPORTE, MARCOS Y CARTONES PARA LA REALIZACIÓN DE LA EXPOSICIÓN ELS CINES A CASTELLÓ EN EL MUSEO D'ETNOLOGIA..",06/11/2013,"498,50 €",5,33400,226092
2013.0004883,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DIFUSIÓN DE LA CONVOCATORIA DE LAS IV BECAS HÀBITAT ARTÍSTIC CASTELLÓ 2013-2014.,06/11/2013,"60,00 €",5,33400,226094
2013.0004884,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/13. ALQUILER MESAS Y SILLAS PARA LOS CONCIERTOS EN EL TEMPLETE DEL GRAO. DEC 18/04/13,29/10/2013,"1.936,00 €",5,33400,226090
2013.0004885,"COLOR IMPRES, S.L.U.","EDICIÓN E IMPRESIÓN DE 350 LIBROS ""NOTAS PARA LA HISTORIA DE LOS CINES DE CASTELLÓN"" QUE SE CELEBRA EN EL MUSEO D'ETNOLOGIA.",06/11/2013,"676,00 €",5,33400,226092
2013.0004886,"COLOR IMPRES, S.L.U.",IMPRESIÓN DE 300 TRÍPTICOS PARA LA EXPOSICIÓN ELS CINES A CASTELLÓ QUE SE CELEBRA EN EL MUSEO D'ETNOLOGIA.,06/11/2013,"157,30 €",5,33400,226092
2013.0004887,"COLOR IMPRES, S.L.U.",IMPRESIÓN PUBLICIDAD DE LA CAMPAÑA A LA LLUNA D'ESTIU.,18/10/2013,"296,45 €",5,33400,226090
2013.0004888,ANDO CREANDO,"JULIO Y AGOSTO/13. ORGANIZACION TALLERES FORMATIVOS INFANTILES ""DESCUBRIENDO LOS PLANETAS"" EN EL PLANETARIO.",20/11/2013,"4.500,00 €",5,33400,226090
2013.0004889,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/13. EDICION E IMPRESION DE AGENDAS CULTURALES,06/11/2013,"508,20 €",5,33400,226020
2013.0004893,PROMOCIONES Y EDICIONES CULTURALES SA,13/07/13. CAMPAÑA CULTURAL EN EL PLANETARIO DE CASTELLÓ DE LA STAR PARTY.,06/11/2013,"4.840,00 €",5,33400,226090
2013.0004894,"COLOR IMPRES, S.L.U.","EDICIÓN, IMPRESIÓN Y ENCUADERNACIÓN DE 500 EJEMPLARES DE LA PUBLICACIÓN ""ES CULTURA"".",06/11/2013,"2.381,60 €",5,33400,227063
2013.0004895,"COLOR IMPRES, S.L.U.","IMPRESIÓN DE 500 DÍPTICOS PARA LA EXPOSICIÓN DE PINTURA DE FINA IRÚN ""PAISAJES Y FLORES"".",06/11/2013,"180,29 €",5,33400,227061
2013.0004896,GRABADOS MOLINA 99 SL,SUMINISTRO PINS Y PLACAS PARA HOMENAJE DE LA VISITA DEL PRESIDENTE DEL FC BARCELONA Y DE LA PENYA BARCELONISTA AL AYUNTAMIENTO DE CASTELLÓN POR EL 50 ANIVERSARIO DE LA PENYA EN CASTELLÓN.,06/11/2013,"757,46 €",5,33400,226090
2013.0004939,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","SEPTIEMBRE/13, REDACCION, EDICION, IMPRESION Y REPARTO DE UN PERIODICO DE INFORMACION LOCAL. DEC.31-05-12",29/10/2013,"6.151,80 €",5,33400,227060
